"","Date","score","year","month"
"56",1987-02-25,2.3777727418701,1987,2
"57",1987-02-26,-0.214246318136478,1987,2
"58",1987-02-27,0.458064713064713,1987,2
"59",1987-02-28,0.647415989807294,1987,2
"60",1987-03-01,1.61473065783411,1987,3
"61",1987-03-02,-0.0827926421404682,1987,3
"62",1987-03-03,0.648148148148148,1987,3
"63",1987-03-04,-0.265028166278166,1987,3
"64",1987-03-05,1.9430977835455,1987,3
"65",1987-03-06,1.80692271218587,1987,3
"66",1987-03-07,0.951666666666667,1987,3
"67",1987-03-08,3.7261219652667,1987,3
"68",1987-03-09,0.845238095238095,1987,3
"69",1987-03-10,1.74840549649987,1987,3
"70",1987-03-11,0.823866656219597,1987,3
"71",1987-03-12,-1.37564102564103,1987,3
"72",1987-03-13,NA,1987,3
"73",1987-03-14,-1.50375939849624,1987,3
"74",1987-03-15,3.25540681413679,1987,3
"75",1987-03-16,3.1495670995671,1987,3
"76",1987-03-17,-1.61032071376899,1987,3
"77",1987-03-18,-0.677789279963193,1987,3
"78",1987-03-19,NA,1987,3
"79",1987-03-20,-0.926833166833167,1987,3
"80",1987-03-21,1.36900377542321,1987,3
"81",1987-03-22,2.24048004626952,1987,3
"82",1987-03-23,2.50015662498421,1987,3
"83",1987-03-24,-1.60175831202046,1987,3
"84",1987-03-25,1.92683014354067,1987,3
"85",1987-03-26,0.349137931034483,1987,3
"86",1987-03-27,0.671456369717239,1987,3
"87",1987-03-28,-1.70432632383097,1987,3
"88",1987-03-29,1.16117313485735,1987,3
"89",1987-03-30,1.965113103271,1987,3
"90",1987-03-31,1.54718067089984,1987,3
"91",1987-04-01,0.154721557682084,1987,4
"92",1987-04-02,-0.25520744735141,1987,4
"93",1987-04-03,-0.893524004730901,1987,4
"94",1987-04-04,0.667587505087505,1987,4
"95",1987-04-05,NA,1987,4
"96",1987-04-06,-0.0279172417759374,1987,4
"97",1987-04-07,1.17747252747253,1987,4
"98",1987-04-08,1.67254503322615,1987,4
"99",1987-04-09,1.28305404273146,1987,4
"100",1987-04-10,-0.530561231936943,1987,4
"101",1987-04-11,-0.262532467532467,1987,4
"102",1987-04-12,2.71058281940635,1987,4
"103",1987-04-13,-1.19704280226059,1987,4
"104",1987-04-14,NA,1987,4
"105",1987-04-15,-2.0976714013641,1987,4
"106",1987-04-16,-0.481610035318475,1987,4
"107",1987-04-17,1.1919116199476,1987,4
"108",1987-04-18,-0.102766798418972,1987,4
"109",1987-04-19,2.15507478632479,1987,4
"110",1987-04-20,3.37886904761905,1987,4
"111",1987-04-21,1.29638752052545,1987,4
"112",1987-04-22,2.79508887824517,1987,4
"113",1987-04-23,-0.805172780435938,1987,4
"114",1987-04-24,-0.148992707947102,1987,4
"115",1987-04-25,-1.05058919575049,1987,4
"116",1987-04-26,0.730861798596352,1987,4
"117",1987-04-27,0.381351981351981,1987,4
"118",1987-04-28,1.50214324304214,1987,4
"119",1987-04-29,0.199702380952381,1987,4
"120",1987-04-30,0.263888888888889,1987,4
"121",1987-05-01,2.95389643036702,1987,5
"122",1987-05-02,0.193965517241379,1987,5
"123",1987-05-03,4.87318692302201,1987,5
"124",1987-05-04,0.47165991902834,1987,5
"125",1987-05-05,-0.148033126293996,1987,5
"126",1987-05-06,2.17285714285714,1987,5
"127",1987-05-07,-1.30604661039444,1987,5
"128",1987-05-08,-0.384615384615385,1987,5
"129",1987-05-09,-0.77021645021645,1987,5
"130",1987-05-10,2.6904511896772,1987,5
"131",1987-05-11,0.526334776334776,1987,5
"132",1987-05-12,1.97876984126984,1987,5
"133",1987-05-13,NA,1987,5
"134",1987-05-14,0.685807656395892,1987,5
"135",1987-05-15,0.836420602723848,1987,5
"136",1987-05-16,-0.276336898395722,1987,5
"137",1987-05-17,1.55582421964001,1987,5
"138",1987-05-18,-0.588673273334007,1987,5
"139",1987-05-19,-1.76736842105263,1987,5
"140",1987-05-20,0.235,1987,5
"141",1987-05-21,-1.29143019948747,1987,5
"142",1987-05-22,1.34714926955666,1987,5
"143",1987-05-23,NA,1987,5
"144",1987-05-24,1.63906281110338,1987,5
"145",1987-05-25,-0.985714285714286,1987,5
"146",1987-05-26,0.141604010025063,1987,5
"147",1987-05-27,-0.217898588866331,1987,5
"148",1987-05-28,-0.428074066194944,1987,5
"149",1987-05-29,0.90929855585028,1987,5
"150",1987-05-30,0.391970576848626,1987,5
"151",1987-05-31,3.43666761644616,1987,5
"152",1987-06-01,-0.0370851370851371,1987,6
"153",1987-06-02,0.914297658862876,1987,6
"154",1987-06-03,0.26339166882724,1987,6
"155",1987-06-04,0.261616161616162,1987,6
"156",1987-06-05,1.82986633249791,1987,6
"157",1987-06-06,0.217589428115744,1987,6
"158",1987-06-07,4.00480291672747,1987,6
"159",1987-06-08,-0.515005123700776,1987,6
"160",1987-06-09,-0.826728558797524,1987,6
"161",1987-06-10,0.334781092498484,1987,6
"162",1987-06-11,0.994276094276094,1987,6
"163",1987-06-12,-0.480068023029483,1987,6
"164",1987-06-13,1.89517233025865,1987,6
"165",1987-06-14,0.824242424242424,1987,6
"166",1987-06-15,0.278371954842543,1987,6
"167",1987-06-16,-1.429760575178,1987,6
"168",1987-06-17,-0.298050455291835,1987,6
"169",1987-06-18,3.35465772273822,1987,6
"170",1987-06-19,1.16527777777778,1987,6
"171",1987-06-20,0.238056426332288,1987,6
"172",1987-06-21,0.970221417589839,1987,6
"173",1987-06-22,3.63452869793838,1987,6
"174",1987-06-23,0.874851455733809,1987,6
"175",1987-06-24,0.390679057784321,1987,6
"176",1987-06-25,-2.79330218800807,1987,6
"177",1987-06-26,1.53405252261087,1987,6
"178",1987-06-27,-0.330270119743804,1987,6
"179",1987-06-28,1.44382889271861,1987,6
"180",1987-06-29,1.68213090658911,1987,6
"181",1987-06-30,1.75529100529101,1987,6
"182",1987-07-01,0.588741046143595,1987,7
"183",1987-07-02,-0.45146958304853,1987,7
"184",1987-07-03,1.07191796258733,1987,7
"185",1987-07-04,-0.335200746965453,1987,7
"186",1987-07-05,2.5,1987,7
"187",1987-07-06,-0.0777777777777778,1987,7
"188",1987-07-07,-0.510058479532164,1987,7
"189",1987-07-08,0.305933282403871,1987,7
"190",1987-07-09,3.1014939309057,1987,7
"191",1987-07-10,0.227272727272727,1987,7
"192",1987-07-11,1.94722434428317,1987,7
"193",1987-07-12,2.4634068627451,1987,7
"194",1987-07-13,1.91666666666667,1987,7
"195",1987-07-14,1.86600877192982,1987,7
"196",1987-07-15,0.297692761315052,1987,7
"197",1987-07-16,1.60185185185185,1987,7
"198",1987-07-17,1.26753246753247,1987,7
"199",1987-07-18,0.41759568933482,1987,7
"200",1987-07-19,NA,1987,7
"201",1987-07-20,1.32282913165266,1987,7
"202",1987-07-21,-0.819519704433497,1987,7
"203",1987-07-22,-1.06620335759722,1987,7
"204",1987-07-23,-0.00493868876221815,1987,7
"205",1987-07-24,-1.21920289855072,1987,7
"206",1987-07-25,3.56478009538354,1987,7
"207",1987-07-26,3.94261083743842,1987,7
"208",1987-07-27,1.41238471673254,1987,7
"209",1987-07-28,-0.882296466973886,1987,7
"210",1987-07-29,-1.49200268817204,1987,7
"211",1987-07-30,0.270638511814982,1987,7
"212",1987-07-31,1.93960437710438,1987,7
"213",1987-08-01,-1.20238095238095,1987,8
"214",1987-08-02,1.66287356321839,1987,8
"215",1987-08-03,0.63693500993864,1987,8
"216",1987-08-04,-2.1369696969697,1987,8
"217",1987-08-05,2.78274257675283,1987,8
"218",1987-08-06,-0.175740121392295,1987,8
"219",1987-08-07,0.0729166666666667,1987,8
"220",1987-08-08,0.338602573896692,1987,8
"221",1987-08-09,2.49362842617153,1987,8
"222",1987-08-10,2.20896358543417,1987,8
"223",1987-08-11,1.81730769230769,1987,8
"224",1987-08-12,2.26568040335443,1987,8
"225",1987-08-13,-1.31026665409606,1987,8
"226",1987-08-14,2.01236621801138,1987,8
"227",1987-08-15,-0.188961038961039,1987,8
"228",1987-08-16,0.346017563803408,1987,8
"229",1987-08-17,0.499960308009844,1987,8
"230",1987-08-18,1.31432571052136,1987,8
"231",1987-08-19,-0.225657308377897,1987,8
"232",1987-08-20,2.84083493567365,1987,8
"233",1987-08-21,0.276710288858626,1987,8
"234",1987-08-22,-0.579166666666667,1987,8
"235",1987-08-23,2.50552470736228,1987,8
"236",1987-08-24,1.14761904761905,1987,8
"237",1987-08-25,0.937918552036199,1987,8
"238",1987-08-26,1.08140671727628,1987,8
"239",1987-08-27,1.10971159157263,1987,8
"240",1987-08-28,-0.530840234644583,1987,8
"241",1987-08-29,-1.2374311793683,1987,8
"242",1987-08-30,2.26613006098486,1987,8
"243",1987-08-31,1.14236844236844,1987,8
"244",1987-09-01,1.043961352657,1987,9
"245",1987-09-02,-0.116165413533835,1987,9
"246",1987-09-03,-0.796518000600314,1987,9
"247",1987-09-04,-1.12190934065934,1987,9
"248",1987-09-05,-0.201270227357184,1987,9
"249",1987-09-06,2.27835144927536,1987,9
"250",1987-09-08,-0.949774836871611,1987,9
"251",1987-09-09,0.116065898674594,1987,9
"252",1987-09-10,0.0985628342245989,1987,9
"253",1987-09-11,0.30018315018315,1987,9
"254",1987-09-12,-0.151209901209901,1987,9
"255",1987-09-13,6.65189412238325,1987,9
"256",1987-09-14,1.63956172060392,1987,9
"257",1987-09-15,1.8499226006192,1987,9
"258",1987-09-16,0.370167363345525,1987,9
"259",1987-09-17,-1.50064102564103,1987,9
"260",1987-09-18,0.372086247086247,1987,9
"261",1987-09-19,0.500899685110211,1987,9
"262",1987-09-20,3.64565344599787,1987,9
"263",1987-09-21,0.494444444444444,1987,9
"264",1987-09-22,-2.21942724458204,1987,9
"265",1987-09-23,2.51048561574877,1987,9
"266",1987-09-24,0.403002226531639,1987,9
"267",1987-09-25,4.06069036226931,1987,9
"268",1987-09-26,0.508974358974359,1987,9
"269",1987-09-27,5.22301147121799,1987,9
"270",1987-09-28,1.95793650793651,1987,9
"271",1987-09-29,1.35883838383838,1987,9
"272",1987-09-30,-0.188586905534005,1987,9
"273",1987-10-01,0.634000452058528,1987,10
"274",1987-10-02,3.4634943261251,1987,10
"275",1987-10-03,0.393830352653882,1987,10
"276",1987-10-04,3.21045533609338,1987,10
"277",1987-10-05,1.74154048516867,1987,10
"278",1987-10-06,0.543531906689801,1987,10
"279",1987-10-07,2.97036302534755,1987,10
"280",1987-10-08,-4.55059523809524,1987,10
"281",1987-10-09,-0.861896681749623,1987,10
"282",1987-10-10,-0.283916083916084,1987,10
"283",1987-10-11,4.70016790741028,1987,10
"284",1987-10-12,-0.27937859354268,1987,10
"285",1987-10-13,2.89566830956991,1987,10
"286",1987-10-14,3.47255336617406,1987,10
"287",1987-10-15,0.496376383473158,1987,10
"288",1987-10-16,-3.66714029697901,1987,10
"289",1987-10-17,-0.975007396174444,1987,10
"290",1987-10-18,2.06058152537816,1987,10
"291",1987-10-19,0.0701837631604366,1987,10
"292",1987-10-20,NA,1987,10
"293",1987-10-21,-8.8903699339681,1987,10
"294",1987-10-22,-0.521232158025868,1987,10
"295",1987-10-23,NA,1987,10
"296",1987-10-24,-5.70483079028703,1987,10
"297",1987-10-25,2.51866825662861,1987,10
"298",1987-10-26,-9.1500576623171,1987,10
"299",1987-10-27,NA,1987,10
"300",1987-10-28,1.77429976809588,1987,10
"301",1987-10-29,NA,1987,10
"302",1987-10-30,-8.18392186409297,1987,10
"303",1987-10-31,-0.517475061308078,1987,10
"304",1987-11-01,-2.38360083722995,1987,11
"305",1987-11-02,1.04071380638955,1987,11
"306",1987-11-03,-0.0174896554839956,1987,11
"307",1987-11-04,-2.22068376023512,1987,11
"308",1987-11-05,-6.86466998931044,1987,11
"309",1987-11-06,0.00265844575500637,1987,11
"310",1987-11-07,-4.51332179558724,1987,11
"311",1987-11-08,0.439832002210207,1987,11
"312",1987-11-09,0.463441931083996,1987,11
"313",1987-11-10,-0.682006166098679,1987,11
"314",1987-11-11,-5.5497324570854,1987,11
"315",1987-11-12,-6.51343099079222,1987,11
"316",1987-11-13,2.65819004173863,1987,11
"317",1987-11-14,-2.81145657503416,1987,11
"318",1987-11-15,6.97836837019094,1987,11
"319",1987-11-16,0.817461183037808,1987,11
"320",1987-11-17,1.53952224033426,1987,11
"321",1987-11-18,0.742405562846739,1987,11
"322",1987-11-19,NA,1987,11
"323",1987-11-20,0.943717053051961,1987,11
"324",1987-11-21,3.11665035543754,1987,11
"325",1987-11-22,6.92115703801839,1987,11
"326",1987-11-23,-0.513448756415508,1987,11
"327",1987-11-24,NA,1987,11
"328",1987-11-25,-0.172594554730105,1987,11
"329",1987-11-26,-0.625349343212471,1987,11
"330",1987-11-27,-0.818599798107471,1987,11
"331",1987-11-28,NA,1987,11
"332",1987-11-29,5.25589225578105,1987,11
"333",1987-11-30,1.70494307276751,1987,11
"334",1987-12-01,-3.35908985444791,1987,12
"335",1987-12-02,0.507311958361387,1987,12
"336",1987-12-03,-2.45402278667503,1987,12
"337",1987-12-04,4.5101052542229,1987,12
"338",1987-12-05,-0.524032121536131,1987,12
"339",1987-12-06,3.26334815006334,1987,12
"340",1987-12-07,0.892256625488333,1987,12
"341",1987-12-08,NA,1987,12
"342",1987-12-09,0.622679185334484,1987,12
"343",1987-12-10,0.238284863284863,1987,12
"344",1987-12-11,NA,1987,12
"345",1987-12-12,-2.1016615500794,1987,12
"346",1987-12-13,4.89170821127343,1987,12
"347",1987-12-14,0.24414796569969,1987,12
"348",1987-12-15,-1.73183742183742,1987,12
"349",1987-12-16,-1.10454005847559,1987,12
"350",1987-12-17,-1.32724186065656,1987,12
"351",1987-12-18,-2.69493892182772,1987,12
"352",1987-12-19,-0.725035131285131,1987,12
"353",1987-12-20,5.36414840321019,1987,12
"354",1987-12-21,1.64521020373962,1987,12
"355",1987-12-22,0.737637949218498,1987,12
"356",1987-12-23,2.76991547668018,1987,12
"357",1987-12-24,3.04356060606061,1987,12
"358",1987-12-25,-0.0591316526610645,1987,12
"359",1987-12-26,NA,1987,12
"360",1987-12-27,2.95332751043049,1987,12
"361",1987-12-28,0.653621325680149,1987,12
"362",1987-12-29,-3.50173992673993,1987,12
"363",1987-12-30,-1.9414687576256,1987,12
"364",1987-12-31,0.561382590484253,1987,12
"365",1988-01-01,0.256608333570457,1988,1
"366",1988-01-02,-1.60685074729192,1988,1
"367",1988-01-03,5.47436106624698,1988,1
"368",1988-01-04,0.501586613593152,1988,1
"369",1988-01-05,-0.57703823953824,1988,1
"370",1988-01-06,1.92820512820513,1988,1
"371",1988-01-07,NA,1988,1
"372",1988-01-08,3.11231806481806,1988,1
"373",1988-01-09,-0.383990383953354,1988,1
"374",1988-01-10,3.99426307395519,1988,1
"375",1988-01-11,-2.02245652245652,1988,1
"376",1988-01-12,-0.176010493130058,1988,1
"377",1988-01-13,1.13735437431415,1988,1
"378",1988-01-14,-0.242460317460317,1988,1
"379",1988-01-15,-1.1081443406913,1988,1
"380",1988-01-16,-1.01325051759834,1988,1
"381",1988-01-17,0.0079322638146167,1988,1
"382",1988-01-18,0.543476896445446,1988,1
"383",1988-01-19,-0.643805245210212,1988,1
"384",1988-01-20,1.47918155802219,1988,1
"385",1988-01-21,-0.827582739840804,1988,1
"386",1988-01-22,-4.20817750024911,1988,1
"387",1988-01-23,0.0285714285714286,1988,1
"388",1988-01-24,NA,1988,1
"389",1988-01-25,0.954965758878802,1988,1
"390",1988-01-26,0.0471244264402833,1988,1
"391",1988-01-27,0.445165945165945,1988,1
"392",1988-01-28,3.30171802666995,1988,1
"393",1988-01-29,-0.888466220208507,1988,1
"394",1988-01-30,1.78428189457601,1988,1
"395",1988-01-31,2.79807698733664,1988,1
"396",1988-02-01,-0.460280562517405,1988,2
"397",1988-02-02,4.34539260587854,1988,2
"398",1988-02-03,-3.21896227496847,1988,2
"399",1988-02-04,-0.732463382405169,1988,2
"400",1988-02-05,0.144886921056534,1988,2
"401",1988-02-06,1.06625844915319,1988,2
"402",1988-02-07,3.03240576787459,1988,2
"403",1988-02-08,1.78269431806584,1988,2
"404",1988-02-09,-2.61679894179894,1988,2
"405",1988-02-10,-0.702637085137085,1988,2
"406",1988-02-11,-0.849484725800515,1988,2
"407",1988-02-12,-0.937647058823529,1988,2
"408",1988-02-13,0.512294372294372,1988,2
"409",1988-02-14,2.36424175970229,1988,2
"410",1988-02-15,1.7497233201581,1988,2
"411",1988-02-16,0.908809158173949,1988,2
"412",1988-02-17,1.7641835016835,1988,2
"413",1988-02-18,NA,1988,2
"414",1988-02-19,-0.293809523809524,1988,2
"415",1988-02-20,3.39787514763921,1988,2
"416",1988-02-21,4.13600444389918,1988,2
"417",1988-02-22,2.14722222222222,1988,2
"418",1988-02-23,0.340027645462428,1988,2
"419",1988-02-24,2.44368487987001,1988,2
"420",1988-02-25,NA,1988,2
"421",1988-02-26,0.523022881609219,1988,2
"422",1988-02-27,-1.76041064198959,1988,2
"423",1988-02-28,4.67828271346973,1988,2
"424",1988-02-29,-0.61210363072432,1988,2
"425",1988-03-01,1.02273638448508,1988,3
"426",1988-03-02,1.2003548218382,1988,3
"427",1988-03-03,0.854286987522282,1988,3
"428",1988-03-04,1.48299145299145,1988,3
"429",1988-03-05,0.272587772587773,1988,3
"430",1988-03-06,4.08998992984152,1988,3
"431",1988-03-07,2.60424297924298,1988,3
"432",1988-03-08,0.063064713064713,1988,3
"433",1988-03-09,-1.10168855460751,1988,3
"434",1988-03-10,-0.983424123976973,1988,3
"435",1988-03-11,0.105035768828872,1988,3
"436",1988-03-12,-1.35157923368401,1988,3
"437",1988-03-13,2.28014642220525,1988,3
"438",1988-03-14,0.937403100775194,1988,3
"439",1988-03-15,-0.520588734936561,1988,3
"440",1988-03-16,0.857298908092252,1988,3
"441",1988-03-17,0.286881129623065,1988,3
"442",1988-03-18,2.01351245372985,1988,3
"443",1988-03-19,0.335277342389411,1988,3
"444",1988-03-20,5.11496001626457,1988,3
"445",1988-03-21,0.279896711475659,1988,3
"446",1988-03-22,0.688274044795784,1988,3
"447",1988-03-23,3.5674192909487,1988,3
"448",1988-03-24,-0.0785714285714286,1988,3
"449",1988-03-25,-1.11404852732398,1988,3
"450",1988-03-26,-4.22511065100377,1988,3
"451",1988-03-27,4.53865291513785,1988,3
"452",1988-03-28,0.467992293535772,1988,3
"453",1988-03-29,-1.60696416497634,1988,3
"454",1988-03-30,2.99283898468681,1988,3
"455",1988-03-31,-2.89571256038647,1988,3
"456",1988-04-01,-1.08870997752381,1988,4
"457",1988-04-02,0.572549019607843,1988,4
"458",1988-04-03,2.71340277369689,1988,4
"459",1988-04-04,2.49911009407577,1988,4
"460",1988-04-05,0.820261437908497,1988,4
"461",1988-04-06,2.11168107255064,1988,4
"462",1988-04-07,-1.15731251507114,1988,4
"463",1988-04-08,3.1195479228374,1988,4
"464",1988-04-09,1.32779198635976,1988,4
"465",1988-04-10,5.82165200424963,1988,4
"466",1988-04-11,1.26542171908551,1988,4
"467",1988-04-12,1.27766743060861,1988,4
"468",1988-04-13,NA,1988,4
"469",1988-04-14,0.203903128649579,1988,4
"470",1988-04-15,0.107681207681208,1988,4
"471",1988-04-16,-1.41636141636142,1988,4
"472",1988-04-17,2.28347451711229,1988,4
"473",1988-04-18,-0.439430199430199,1988,4
"474",1988-04-19,1.55123814882436,1988,4
"475",1988-04-20,-1.76483604115183,1988,4
"476",1988-04-21,-0.583187134502924,1988,4
"477",1988-04-22,0.681122254651666,1988,4
"478",1988-04-23,0.619434739047992,1988,4
"479",1988-04-24,1.14042207597607,1988,4
"480",1988-04-25,0.0284382284382284,1988,4
"481",1988-04-26,1.51984126984127,1988,4
"482",1988-04-27,NA,1988,4
"483",1988-04-28,0.421148459383754,1988,4
"484",1988-04-29,4.1414544436691,1988,4
"485",1988-04-30,0.508832605228486,1988,4
"486",1988-05-01,4.1602363710355,1988,5
"487",1988-05-02,-1.34398496240601,1988,5
"488",1988-05-03,0.793109668109668,1988,5
"489",1988-05-04,1.26907338186111,1988,5
"490",1988-05-05,-0.462663136955774,1988,5
"491",1988-05-06,2.54296846943906,1988,5
"492",1988-05-07,-2.23960268317853,1988,5
"493",1988-05-08,2.23100076394194,1988,5
"494",1988-05-09,1.25619854283647,1988,5
"495",1988-05-10,0.0255075600736242,1988,5
"496",1988-05-11,0.100246191007061,1988,5
"497",1988-05-12,1.29719561839127,1988,5
"498",1988-05-13,-2.33220298220298,1988,5
"499",1988-05-14,1.27017543859649,1988,5
"500",1988-05-15,0.536591810226309,1988,5
"501",1988-05-16,0.709353131933777,1988,5
"502",1988-05-17,-0.0687291460975672,1988,5
"503",1988-05-18,2.59364481993514,1988,5
"504",1988-05-19,2.15412642038507,1988,5
"505",1988-05-20,3.08918215771157,1988,5
"506",1988-05-21,-1.76328776401273,1988,5
"507",1988-05-22,1.13678364512076,1988,5
"508",1988-05-23,-0.5198000238976,1988,5
"509",1988-05-24,1.41491045186697,1988,5
"510",1988-05-25,1.03288474810214,1988,5
"511",1988-05-26,NA,1988,5
"512",1988-05-27,NA,1988,5
"513",1988-05-28,0.914285714285714,1988,5
"514",1988-05-29,1.03208714549941,1988,5
"515",1988-05-30,NA,1988,5
"516",1988-05-31,-0.719587381231985,1988,5
"517",1988-06-01,NA,1988,6
"518",1988-06-02,-1.45135746606335,1988,6
"519",1988-06-03,0.404915427709545,1988,6
"520",1988-06-04,NA,1988,6
"521",1988-06-05,3.62982463212642,1988,6
"522",1988-06-06,0.496157059314954,1988,6
"523",1988-06-07,3.31600159253223,1988,6
"524",1988-06-08,-0.161029411764706,1988,6
"525",1988-06-09,NA,1988,6
"526",1988-06-10,0.289749713887645,1988,6
"527",1988-06-11,0.418177655677656,1988,6
"528",1988-06-12,3.6875934492973,1988,6
"529",1988-06-13,1.32415541115232,1988,6
"530",1988-06-14,1.15428571428571,1988,6
"531",1988-06-15,-1.60716056555715,1988,6
"532",1988-06-16,-0.805703738985473,1988,6
"533",1988-06-17,0.50952380952381,1988,6
"534",1988-06-18,1.72775119617225,1988,6
"535",1988-06-19,1.53272795174702,1988,6
"536",1988-06-20,2.28137009189641,1988,6
"537",1988-06-21,-2.44932400932401,1988,6
"538",1988-06-22,1.64231102717945,1988,6
"539",1988-06-23,2.19230769230769,1988,6
"540",1988-06-24,-0.753092006033182,1988,6
"541",1988-06-25,2.06431623931624,1988,6
"542",1988-06-26,1.0447367009867,1988,6
"543",1988-06-27,1.13366459627329,1988,6
"544",1988-06-28,3.39094659094659,1988,6
"545",1988-06-29,1.07090016517934,1988,6
"546",1988-06-30,-0.491354077863029,1988,6
"547",1988-07-01,-0.0817915633072451,1988,7
"548",1988-07-02,-0.880926916221034,1988,7
"549",1988-07-03,1.86298515104967,1988,7
"550",1988-07-04,2.12439453350248,1988,7
"551",1988-07-05,2.3046547314578,1988,7
"552",1988-07-06,1.76666666666667,1988,7
"553",1988-07-07,-0.887625313283208,1988,7
"554",1988-07-08,-0.404461412755424,1988,7
"555",1988-07-09,-0.366834255069549,1988,7
"556",1988-07-10,-1.51147186147186,1988,7
"557",1988-07-11,0.0947482977682081,1988,7
"558",1988-07-12,-0.235156615240767,1988,7
"559",1988-07-13,2.14474867724868,1988,7
"560",1988-07-14,-0.980842993342993,1988,7
"561",1988-07-15,0.130576441102757,1988,7
"562",1988-07-16,0.554499151103565,1988,7
"563",1988-07-17,3.08747464978872,1988,7
"564",1988-07-18,0.908424908424909,1988,7
"565",1988-07-19,-1.34050444739299,1988,7
"566",1988-07-20,0.743967103749712,1988,7
"567",1988-07-21,1.22465240641711,1988,7
"568",1988-07-22,-1.25361057382334,1988,7
"569",1988-07-23,1.41090909090909,1988,7
"570",1988-07-24,3.48840954441977,1988,7
"571",1988-07-25,0.483691889358166,1988,7
"572",1988-07-26,-3.01022243885147,1988,7
"573",1988-07-27,0.194680115635998,1988,7
"574",1988-07-28,0.268250923371061,1988,7
"575",1988-07-29,1.30339295592845,1988,7
"576",1988-07-30,0.303571428571429,1988,7
"577",1988-07-31,3.351612720222,1988,7
"578",1988-08-01,1.22307692307692,1988,8
"579",1988-08-02,1.08390066074277,1988,8
"580",1988-08-03,1.64441240918003,1988,8
"581",1988-08-04,-1.16014578413017,1988,8
"582",1988-08-05,NA,1988,8
"583",1988-08-06,-0.380769512291251,1988,8
"584",1988-08-07,4.74887888397566,1988,8
"585",1988-08-08,-1.18394268774704,1988,8
"586",1988-08-09,0.300738508803025,1988,8
"587",1988-08-10,NA,1988,8
"588",1988-08-11,-2.50062408986894,1988,8
"589",1988-08-12,1.12167277167277,1988,8
"590",1988-08-13,1.34571723426213,1988,8
"591",1988-08-14,1.55752205967723,1988,8
"592",1988-08-15,-0.524610762800418,1988,8
"593",1988-08-16,0.572754435107376,1988,8
"594",1988-08-17,1.48536953242836,1988,8
"595",1988-08-18,0.566157372039725,1988,8
"596",1988-08-19,3.55582714499123,1988,8
"597",1988-08-20,0.611773399014778,1988,8
"598",1988-08-21,1.49440563449851,1988,8
"599",1988-08-22,1.9848223615465,1988,8
"600",1988-08-23,-0.135750740487583,1988,8
"601",1988-08-24,0.712103174603175,1988,8
"602",1988-08-25,1.95933423301844,1988,8
"603",1988-08-26,0.883466017986142,1988,8
"604",1988-08-27,-0.118055555555556,1988,8
"605",1988-08-28,4.50179780582679,1988,8
"606",1988-08-29,-1.54655808559983,1988,8
